year,state,code,source,generation,price,revenue
2012,Rhode Island,RI,Natural Gas,8185001.0,0.01167235494880546,95.53823692832765
2012,Rhode Island,RI,Petroleum,17874.0,0.042593856655290106,0.7613225938566555
2012,Rhode Island,RI,Other Biomass,100515.0,0.061,6.131415
2012,Rhode Island,RI,Wind,1380.0,0.22899999999999998,0.31602
2012,South Carolina,SC,Coal,28396145.0,0.008120897091616718,230.60217134362662
2012,South Carolina,SC,Hydroelectric Conventional,1420272.0,0.037,52.550064
2012,South Carolina,SC,Natural Gas,14331879.0,0.01167235494880546,167.28677877133103
2012,South Carolina,SC,Petroleum,108399.0,0.042593856655290106,4.617131467576792
2012,South Carolina,SC,Other Biomass,202520.0,0.061,12.35372
2012,South Dakota,SD,Coal,2918756.0,0.008120897091616718,23.702917111538845
2012,South Dakota,SD,Hydroelectric Conventional,5980965.0,0.037,221.295705
2012,South Dakota,SD,Natural Gas,214101.0,0.01167235494880546,2.499062866894198
2012,South Dakota,SD,Petroleum,5718.0,0.042593856655290106,0.24355167235494882
2012,South Dakota,SD,Other Biomass,0.0,0.061,0.0
2012,South Dakota,SD,Wind,2353857.0,0.22899999999999998,539.033253
2012,Tennessee,TN,Coal,35419309.0,0.008120897091616718,287.63656344517386
2012,Tennessee,TN,Hydroelectric Conventional,8295660.0,0.037,306.93942
2012,Tennessee,TN,Natural Gas,8075160.0,0.01167235494880546,94.2561337883959
2012,Tennessee,TN,Petroleum,144480.0,0.042593856655290106,6.153960409556315
2012,Tennessee,TN,Solar Thermal and Photovoltaic,12183.0,0.548,6.676284000000001
2012,Tennessee,TN,Other Biomass,62206.0,0.061,3.794566
2012,Tennessee,TN,Wind,47492.0,0.22899999999999998,10.875668
2012,Texas,TX,Coal,138088223.0,0.008120897091616718,1121.4002485472206
2012,Texas,TX,Hydroelectric Conventional,584474.0,0.037,21.625538
2012,Texas,TX,Natural Gas,213901282.0,0.01167235494880546,2496.7316875085326
2012,Texas,TX,Petroleum,1484204.0,0.042593856655290106,63.2179724232082
2012,Texas,TX,Solar Thermal and Photovoltaic,118265.0,0.548,64.80922000000001
2012,Texas,TX,Other Biomass,700275.0,0.061,42.716775
2012,Texas,TX,Wind,32214173.0,0.22899999999999998,7377.045616999999
2012,Utah,UT,Coal,30799120.0,0.008120897091616718,250.1164840323543
2012,Utah,UT,Geothermal,334638.0,0.085,28.444230000000005
2012,Utah,UT,Hydroelectric Conventional,747786.0,0.037,27.668082
2012,Utah,UT,Natural Gas,6579604.0,0.01167235494880546,76.79947331058021
2012,Utah,UT,Petroleum,39787.0,0.042593856655290106,1.6946817747440275
2012,Utah,UT,Solar Thermal and Photovoltaic,1619.0,0.548,0.8872120000000001
2012,Utah,UT,Other Biomass,59556.0,0.061,3.632916
2012,Utah,UT,Wind,703911.0,0.22899999999999998,161.195619
2012,Virginia,VA,Coal,14180795.0,0.008120897091616718,115.1607768723129
2012,Virginia,VA,Hydroelectric Conventional,1043774.0,0.037,38.619638
2012,Virginia,VA,Natural Gas,25037749.0,0.01167235494880546,292.249493447099
2012,Virginia,VA,Petroleum,363968.0,0.042593856655290106,15.502800819112629
2012,Virginia,VA,Other Biomass,922654.0,0.061,56.281894
2012,Vermont,VT,Hydroelectric Conventional,1151321.0,0.037,42.598877
2012,Vermont,VT,Natural Gas,2539.0,0.01167235494880546,0.029636109215017067
2012,Vermont,VT,Petroleum,3420.0,0.042593856655290106,0.1456709897610922
2012,Vermont,VT,Solar Thermal and Photovoltaic,5064.0,0.548,2.775072
2012,Vermont,VT,Other Biomass,25646.0,0.061,1.564406
2012,Vermont,VT,Wind,106897.0,0.22899999999999998,24.479412999999997
2012,Washington,WA,Coal,3762957.0,0.008120897091616718,30.55858655717877
2012,Washington,WA,Hydroelectric Conventional,89464355.0,0.037,3310.181135
2012,Washington,WA,Natural Gas,5437593.0,0.01167235494880546,63.46951556313993
2012,Washington,WA,Petroleum,26713.0,0.042593856655290106,1.1378096928327648
2012,Washington,WA,Solar Thermal and Photovoltaic,794.0,0.548,0.43511200000000005
2012,Washington,WA,Other Biomass,238989.0,0.061,14.578329
2012,Washington,WA,Wind,6599766.0,0.22899999999999998,1511.3464139999999
2012,Wisconsin,WI,Coal,32758435.0,0.008120897091616718,266.0278795174153
2012,Wisconsin,WI,Hydroelectric Conventional,1530263.0,0.037,56.619731
2012,Wisconsin,WI,Natural Gas,11542007.0,0.01167235494880546,134.72240252559726
2012,Wisconsin,WI,Petroleum,317568.0,0.042593856655290106,13.526445870307167
2012,Wisconsin,WI,Other Biomass,516726.0,0.061,31.520286
2012,Wisconsin,WI,Wind,1557578.0,0.22899999999999998,356.685362
2012,West Virginia,WV,Coal,70267429.0,0.008120897091616718,570.6345598014842
2012,West Virginia,WV,Hydroelectric Conventional,1431440.0,0.037,52.96328
2012,West Virginia,WV,Natural Gas,242894.0,0.01167235494880546,2.8351449829351534
2012,West Virginia,WV,Petroleum,143448.0,0.042593856655290106,6.110003549488056
2012,West Virginia,WV,Other Biomass,10540.0,0.061,0.64294
2012,West Virginia,WV,Wind,1286024.0,0.22899999999999998,294.499496
2012,Wyoming,WY,Coal,43411766.0,0.008120897091616718,352.5424842513455
2012,Wyoming,WY,Hydroelectric Conventional,893470.0,0.037,33.05839
2012,Wyoming,WY,Natural Gas,512915.0,0.01167235494880546,5.986925938566553
2012,Wyoming,WY,Petroleum,51854.0,0.042593856655290106,2.208661843003413
2012,Wyoming,WY,Wind,4369107.0,0.22899999999999998,1000.5255029999998
2013,Alaska,AK,Coal,624620.71,0.007984411426211395,4.987228733972274
2013,Alaska,AK,Hydroelectric Conventional,1435479.43,0.041,58.85465663
2013,Alaska,AK,Natural Gas,3421005.42,0.01477815699658703,50.55615518293516
2013,Alaska,AK,Other Biomass,52031.97,0.082,4.26662154
2013,Alaska,AK,Petroleum,818652.11,0.03948805460750853,32.32697922423208
2013,Alaska,AK,Wind,145289.0,0.21800000000000003,31.673002000000004
2013,Alabama,AL,Coal,47050483.93,0.007984411426211395,375.67042149946764
2013,Alabama,AL,Hydroelectric Conventional,12899178.0,0.041,528.866298
2013,Alabama,AL,Natural Gas,46586385.25,0.01477815699658703,688.4609151279864
2013,Alabama,AL,Other Biomass,21190.13,0.082,1.7375906600000002
2013,Alabama,AL,Petroleum,74130.97,0.03948805460750853,2.9272877914675766
2013,Arkansas,AR,Coal,31889234.55,0.007984411426211395,254.61676871415517
2013,Arkansas,AR,Hydroelectric Conventional,2654740.44,0.041,108.84435804
2013,Arkansas,AR,Natural Gas,12139377.08,0.01477815699658703,179.39762032901024
2013,Arkansas,AR,Other Biomass,105218.46,0.082,8.62791372
2013,Arkansas,AR,Petroleum,41686.93,0.03948805460750853,1.6461357682593856
2013,Arizona,AZ,Coal,43492375.81,0.007984411426211395,347.26102237044404
2013,Arizona,AZ,Hydroelectric Conventional,5914658.0,0.041,242.500978
2013,Arizona,AZ,Natural Gas,29684631.29,0.01477815699658703,438.68414158941977
2013,Arizona,AZ,Other Biomass,69133.56,0.082,5.66895192
2013,Arizona,AZ,Petroleum,42964.77,0.03948805460750853,1.6965951839590443
2013,Arizona,AZ,Solar Thermal and Photovoltaic,2111438.64,0.41700000000000004,880.4699128800003
2013,Arizona,AZ,Wind,449764.0,0.21800000000000003,98.04855200000002
2013,California,CA,Coal,823170.96,0.007984411426211395,6.572535618749402
2013,California,CA,Geothermal,12306571.0,0.065,799.927115
2013,California,CA,Hydroelectric Conventional,23754599.48,0.041,973.9385786800001
2013,California,CA,Natural Gas,119522859.29,0.01477815699658703,1766.3275792686006
2013,California,CA,Other Biomass,2843202.84,0.082,233.14263288
2013,California,CA,Petroleum,68854.75,0.03948805460750853,2.718940127986348
2013,California,CA,Solar Thermal and Photovoltaic,3813724.79,0.41700000000000004,1590.32323743
2013,California,CA,Wind,12822060.43,0.21800000000000003,2795.20917374
2013,Colorado,CO,Coal,33703436.82,0.007984411426211395,269.10210604820185
2013,Colorado,CO,Hydroelectric Conventional,1212872.0,0.041,49.727752
2013,Colorado,CO,Natural Gas,10708804.5,0.01477815699658703,158.25639414675769
2013,Colorado,CO,Other Biomass,81121.25,0.082,6.6519425
2013,Colorado,CO,Petroleum,10192.34,0.03948805460750853,0.4024756784982935
2013,Colorado,CO,Solar Thermal and Photovoltaic,248452.46,0.41700000000000004,103.60467582000001
2013,Colorado,CO,Wind,7203720.19,0.21800000000000003,1570.41100142
2013,Connecticut,CT,Coal,680652.53,0.007984411426211395,5.434609837811695
2013,Connecticut,CT,Hydroelectric Conventional,401928.05,0.041,16.47905005
2013,Connecticut,CT,Natural Gas,15780297.04,0.01477815699658703,233.2037071098976
2013,Connecticut,CT,Other Biomass,647801.19,0.082,53.11969758000001
2013,Connecticut,CT,Petroleum,306052.07,0.03948805460750853,12.085400852901023
2013,Connecticut,CT,Solar Thermal and Photovoltaic,0.0,0.41700000000000004,0.0
2013,District of Columbia,DC,Natural Gas,65852.08,0.01477815699658703,0.9731723767918089
2013,District of Columbia,DC,Petroleum,0.0,0.03948805460750853,0.0
2013,Delaware,DE,Coal,1544720.51,0.007984411426211395,12.333684090347093
2013,Delaware,DE,Natural Gas,5931287.86,0.01477815699658703,87.65350318703072
2013,Delaware,DE,Other Biomass,57347.0,0.082,4.702454
2013,Delaware,DE,Petroleum,22912.04,0.03948805460750853,0.9047518866894197
2013,Delaware,DE,Solar Thermal and Photovoltaic,44727.0,0.41700000000000004,18.651159
2013,Delaware,DE,Wind,4458.0,0.21800000000000003,0.9718440000000002
2013,Florida,FL,Coal,46342554.71,0.007984411426211395,370.0180233463507
2013,Florida,FL,Hydroelectric Conventional,254214.0,0.041,10.422774
2013,Florida,FL,Natural Gas,138966368.53,0.01477815699658703,2053.6668113819114
2013,Florida,FL,Other Biomass,2309441.2,0.082,189.3741784
2013,Florida,FL,Petroleum,2560466.18,0.03948805460750853,101.10782833651876
2013,Florida,FL,Solar Thermal and Photovoltaic,209902.0,0.41700000000000004,87.52913400000001
2013,Georgia,GA,Coal,40232866.26,0.007984411426211395,321.2357570755789
2013,Georgia,GA,Hydroelectric Conventional,3713590.19,0.041,152.25719779
2013,Georgia,GA,Natural Gas,40329847.35,0.01477815699658703,596.0008157866894
2013,Georgia,GA,Other Biomass,415238.65,0.082,34.0495693
2013,Georgia,GA,Petroleum,274937.65,0.03948805460750853,10.856752936860067
2013,Georgia,GA,Solar Thermal and Photovoltaic,14497.3,0.41700000000000004,6.045374100000001
2013,Hawaii,HI,Coal,1403753.87,0.007984411426211395,11.208148439216465
2013,Hawaii,HI,Geothermal,274841.0,0.065,17.864665
2013,Hawaii,HI,Hydroelectric Conventional,78294.64,0.041,3.2100802400000004
2013,Hawaii,HI,Other Biomass,329364.25,0.082,27.0078685
2013,Hawaii,HI,Petroleum,7222765.79,0.03948805460750853,285.21296993276445
2013,Hawaii,HI,Solar Thermal and Photovoltaic,19465.96,0.41700000000000004,8.11730532
2013,Hawaii,HI,Wind,503310.0,0.21800000000000003,109.72158000000002
2013,Iowa,IA,Coal,33302345.12,0.007984411426211395,265.8996248957633
2013,Iowa,IA,Hydroelectric Conventional,749122.0,0.041,30.714002
2013,Iowa,IA,Natural Gas,1430011.71,0.01477815699658703,21.132937557337883
2013,Iowa,IA,Other Biomass,158630.46,0.082,13.007697720000001
2013,Iowa,IA,Petroleum,141456.23,0.03948805460750853,5.585831334812286
2013,Iowa,IA,Wind,15568406.41,0.21800000000000003,3393.9125973800005
2013,Idaho,ID,Coal,91618.11,0.007984411426211395,0.7315166843318924
2013,Idaho,ID,Geothermal,39683.0,0.065,2.579395
2013,Idaho,ID,Hydroelectric Conventional,8473450.76,0.041,347.41148116000005
2013,Idaho,ID,Natural Gas,3391909.86,0.01477815699658703,50.12617642935154
2013,Idaho,ID,Other Biomass,198415.14,0.082,16.27004148
2013,Idaho,ID,Petroleum,38.0,0.03948805460750853,0.0015005460750853242
2013,Idaho,ID,Wind,2460131.0,0.21800000000000003,536.3085580000001
2013,Illinois,IL,Coal,87927139.48,0.007984411426211395,702.046457138195
2013,Illinois,IL,Hydroelectric Conventional,120295.0,0.041,4.932095
2013,Illinois,IL,Natural Gas,6827685.87,0.01477815699658703,100.9006137102389
2013,Illinois,IL,Other Biomass,607986.45,0.082,49.8548889
2013,Illinois,IL,Petroleum,72432.5,0.03948805460750853,2.860218515358362
2013,Illinois,IL,Solar Thermal and Photovoltaic,52120.0,0.41700000000000004,21.734040000000004
2013,Illinois,IL,Wind,9625229.0,0.21800000000000003,2098.299922
2013,Indiana,IN,Coal,92671941.98,0.007984411426211395,739.9309124343114
2013,Indiana,IN,Hydroelectric Conventional,386928.0,0.041,15.864048
2013,Indiana,IN,Natural Gas,9032236.33,0.01477815699658703,133.47980651501706
2013,Indiana,IN,Other Biomass,376302.76,0.082,30.85682632
2013,Indiana,IN,Petroleum,1572309.04,0.03948805460750853,62.087425231399315
2013,Indiana,IN,Solar Thermal and Photovoltaic,30540.0,0.41700000000000004,12.735180000000001
2013,Indiana,IN,Wind,3481093.0,0.21800000000000003,758.8782740000001
2013,Kansas,KS,Coal,29767262.04,0.007984411426211395,237.67406715920472
2013,Kansas,KS,Hydroelectric Conventional,14518.0,0.041,0.595238
2013,Kansas,KS,Natural Gas,1980178.51,0.01477815699658703,29.26338890204778
2013,Kansas,KS,Other Biomass,58002.4,0.082,4.7561968
2013,Kansas,KS,Petroleum,51123.35,0.03948805460750853,2.0187616365187715
2013,Kansas,KS,Wind,9433196.0,0.21800000000000003,2056.436728
2013,Kentucky,KY,Coal,83303260.47,0.007984411426211395,665.127504737332
2013,Kentucky,KY,Hydroelectric Conventional,3275214.0,0.041,134.283774
2013,Kentucky,KY,Natural Gas,1418346.15,0.01477815699658703,20.960542080204778
2013,Kentucky,KY,Other Biomass,98492.08,0.082,8.07635056
2013,Kentucky,KY,Petroleum,1408935.17,0.03948805460750853,55.63610893139931
2013,Louisiana,LA,Coal,20843712.52,0.007984411426211395,166.42477640935348
2013,Louisiana,LA,Hydroelectric Conventional,1044561.0,0.041,42.827001
2013,Louisiana,LA,Natural Gas,52510174.84,0.01477815699658703,776.0036077037543
2013,Louisiana,LA,Other Biomass,82346.78,0.082,6.75243596
2013,Louisiana,LA,Petroleum,4945198.26,0.03948805460750853,195.27625893583615
2013,Massachusetts,MA,Coal,3959229.27,0.007984411426211395,31.6121154223786
2013,Massachusetts,MA,Hydroelectric Conventional,991504.05,0.041,40.65166605
2013,Massachusetts,MA,Natural Gas,21256887.12,0.01477815699658703,314.1376151180887
2013,Massachusetts,MA,Other Biomass,1060540.61,0.082,86.96433002
2013,Massachusetts,MA,Petroleum,390311.29,0.03948805460750853,15.412633533447098
2013,Massachusetts,MA,Solar Thermal and Photovoltaic,106457.01,0.41700000000000004,44.39257317
2013,Massachusetts,MA,Wind,204897.56,0.21800000000000003,44.667668080000006
2013,Maryland,MD,Coal,15538469.04,0.007984411426211395,124.06552974880799
2013,Maryland,MD,Hydroelectric Conventional,1727020.0,0.041,70.80782
2013,Maryland,MD,Natural Gas,2887589.22,0.01477815699658703,42.67324683481228
2013,Maryland,MD,Other Biomass,413220.07,0.082,33.884045740000005
2013,Maryland,MD,Petroleum,189553.21,0.03948805460750853,7.485087507508532
2013,Maryland,MD,Solar Thermal and Photovoltaic,63485.39,0.41700000000000004,26.473407630000004
2013,Maryland,MD,Wind,321670.0,0.21800000000000003,70.12406000000001
2013,Maine,ME,Coal,62751.77,0.007984411426211395,0.5010359494029895
2013,Maine,ME,Hydroelectric Conventional,3560454.81,0.041,145.97864721000002
2013,Maine,ME,Natural Gas,4873388.16,0.01477815699658703,72.01969533378839
2013,Maine,ME,Other Biomass,220334.4,0.082,18.0674208
2013,Maine,ME,Petroleum,239127.58,0.03948805460750853,9.442682937201363
2013,Maine,ME,Wind,1047670.18,0.21800000000000003,228.39209924000005
2013,Michigan,MI,Coal,56291452.83,0.007984411426211395,449.45411917389174
2013,Michigan,MI,Hydroelectric Conventional,1419049.0,0.041,58.181009
2013,Michigan,MI,Natural Gas,12341391.93,0.01477815699658703,182.3830274979522
2013,Michigan,MI,Other Biomass,987687.99,0.082,80.99041518000001
2013,Michigan,MI,Petroleum,532481.09,0.03948805460750853,21.02664235938566
2013,Michigan,MI,Wind,2799624.0,0.21800000000000003,610.3180320000001
2013,Minnesota,MN,Coal,23517798.22,0.007984411426211395,187.775776827102
2013,Minnesota,MN,Hydroelectric Conventional,511112.06,0.041,20.95559446
2013,Minnesota,MN,Natural Gas,6301053.16,0.01477815699658703,93.11795284232082
2013,Minnesota,MN,Other Biomass,574245.53,0.082,47.08813346
2013,Minnesota,MN,Petroleum,27167.27,0.03948805460750853,1.0727826412969284
2013,Minnesota,MN,Solar Thermal and Photovoltaic,2706.0,0.41700000000000004,1.128402
2013,Minnesota,MN,Wind,8258750.75,0.21800000000000003,1800.4076635000001
2013,Missouri,MO,Coal,76104817.67,0.007984411426211395,607.6521757940828
2013,Missouri,MO,Hydroelectric Conventional,1136427.0,0.041,46.593507
2013,Missouri,MO,Natural Gas,4399627.7,0.01477815699658703,65.0183888771331
2013,Missouri,MO,Other Biomass,66336.07,0.082,5.4395577400000015
2013,Missouri,MO,Petroleum,65475.36,0.03948805460750853,2.58549459112628
2013,Missouri,MO,Wind,1166862.0,0.21800000000000003,254.37591600000002
2013,Mississippi,MS,Coal,8701295.08,0.007984411426211395,69.474719859589
2013,Mississippi,MS,Natural Gas,31776888.51,0.01477815699658703,469.6038472638225
2013,Mississippi,MS,Other Biomass,15173.38,0.082,1.24421716
2013,Mississippi,MS,Petroleum,13982.14,0.03948805460750853,0.5521275078498293
2013,Montana,MT,Coal,14880295.49,0.007984411426211395,118.81040133575789
2013,Montana,MT,Hydroelectric Conventional,9638259.78,0.041,395.16865098
2013,Montana,MT,Natural Gas,614231.23,0.01477815699658703,9.077205549146758
2013,Montana,MT,Petroleum,462302.22,0.03948805460750853,18.255415308532424
2013,Montana,MT,Wind,1754644.53,0.21800000000000003,382.51250754
2013,North Carolina,NC,Coal,47072209.59,0.007984411426211395,375.8438881074136
2013,North Carolina,NC,Hydroelectric Conventional,6900532.5,0.041,282.9218325
2013,North Carolina,NC,Natural Gas,27982509.08,0.01477815699658703,413.5299123426621
2013,North Carolina,NC,Other Biomass,410294.2,0.082,33.644124399999995
2013,North Carolina,NC,Petroleum,217570.86,0.03948805460750853,8.591450000682594
2013,North Carolina,NC,Solar Thermal and Photovoltaic,344662.81,0.41700000000000004,143.72439177
2013,North Dakota,ND,Coal,27477822.3,0.007984411426211395,219.39423833952625
2013,North Dakota,ND,Hydroelectric Conventional,1852421.0,0.041,75.949261
2013,North Dakota,ND,Natural Gas,54194.66,0.01477815699658703,0.8008971938566553
2013,North Dakota,ND,Other Biomass,5481.0,0.082,0.449442
2013,North Dakota,ND,Petroleum,33133.7,0.03948805460750853,1.3083853549488051
2013,North Dakota,ND,Wind,5518958.0,0.21800000000000003,1203.1328440000002
2013,Nebraska,NE,Coal,26767101.2,0.007984411426211395,213.71954866783673
2013,Nebraska,NE,Hydroelectric Conventional,1123915.0,0.041,46.080515
2013,Nebraska,NE,Natural Gas,436645.29,0.01477815699658703,6.452812647440274
2013,Nebraska,NE,Other Biomass,67278.87,0.082,5.51686734
2013,Nebraska,NE,Petroleum,42560.54,0.03948805460750853,1.6806329276450511
2013,Nebraska,NE,Wind,1801759.87,0.21800000000000003,392.78365166000003
2013,New Hampshire,NH,Coal,1463531.25,0.007984411426211395,11.685435635117445
2013,New Hampshire,NH,Hydroelectric Conventional,1427198.42,0.041,58.51513522
2013,New Hampshire,NH,Natural Gas,4100172.01,0.01477815699658703,60.59298567679181
2013,New Hampshire,NH,Other Biomass,137286.46,0.082,11.25748972
2013,New Hampshire,NH,Petroleum,104512.11,0.03948805460750853,4.126979906825938
2013,New Hampshire,NH,Wind,389184.0,0.21800000000000003,84.84211200000001
2013,New Jersey,NJ,Coal,2021618.38,0.007984411426211395,16.14143289271097
2013,New Jersey,NJ,Hydroelectric Conventional,18274.0,0.041,0.749234
2013,New Jersey,NJ,Natural Gas,27076530.27,0.01477815699658703,400.141215252901
2013,New Jersey,NJ,Other Biomass,998832.18,0.082,81.90423876
2013,New Jersey,NJ,Petroleum,161598.54,0.03948805460750853,6.381211972013651
2013,New Jersey,NJ,Solar Thermal and Photovoltaic,437408.78,0.41700000000000004,182.39946126
2013,New Jersey,NJ,Wind,10877.0,0.21800000000000003,2.3711860000000007
2013,New Mexico,NM,Coal,24145270.91,0.007984411426211395,192.78577694277362
2013,New Mexico,NM,Geothermal,69.0,0.065,0.004485
2013,New Mexico,NM,Hydroelectric Conventional,91838.0,0.041,3.765358
2013,New Mexico,NM,Natural Gas,8975243.1,0.01477815699658703,132.63755161433446
2013,New Mexico,NM,Other Biomass,18518.18,0.082,1.51849076
2013,New Mexico,NM,Petroleum,57847.78,0.03948805460750853,2.28429629556314
2013,New Mexico,NM,Solar Thermal and Photovoltaic,388041.21,0.41700000000000004,161.81318457000003
2013,New Mexico,NM,Wind,2193421.0,0.21800000000000003,478.16577800000005
2013,Nevada,NV,Coal,5254553.25,0.007984411426211395,41.95451500893622
2013,Nevada,NV,Geothermal,2669953.08,0.065,173.54695020000003
2013,Nevada,NV,Hydroelectric Conventional,2681943.0,0.041,109.959663
2013,Nevada,NV,Natural Gas,24766633.18,0.01477815699658703,366.0051934109215
2013,Nevada,NV,Other Biomass,24277.0,0.082,1.990714
2013,Nevada,NV,Petroleum,18890.31,0.03948805460750853,0.7459415928327645
2013,Nevada,NV,Solar Thermal and Photovoltaic,745382.0,0.41700000000000004,310.824294
2013,Nevada,NV,Wind,250549.0,0.21800000000000003,54.619682000000005
2013,New York,NY,Coal,4697104.74,0.007984411426211395,37.5036167561677
2013,New York,NY,Hydroelectric Conventional,24973289.28,0.041,1023.90486048
2013,New York,NY,Natural Gas,54354386.61,0.01477815699658703,803.2576587757679
2013,New York,NY,Other Biomass,1674041.38,0.082,137.27139316
2013,New York,NY,Petroleum,1007373.31,0.03948805460750853,39.779212275426616
2013,New York,NY,Solar Thermal and Photovoltaic,67017.16,0.41700000000000004,27.946155720000004
2013,New York,NY,Wind,3539498.0,0.21800000000000003,771.6105640000001
2013,Ohio,OH,Coal,94563884.82,0.007984411426211395,755.0369624637461
2013,Ohio,OH,Hydroelectric Conventional,549238.0,0.041,22.518758
2013,Ohio,OH,Natural Gas,21694211.35,0.01477815699658703,320.60046124744025
2013,Ohio,OH,Other Biomass,474466.14,0.082,38.90622348
2013,Ohio,OH,Petroleum,1385887.94,0.03948805460750853,54.72601865460751
2013,Ohio,OH,Solar Thermal and Photovoltaic,46309.54,0.41700000000000004,19.311078180000003
2013,Ohio,OH,Wind,1145900.58,0.21800000000000003,249.80632644000002
2013,Oklahoma,OK,Coal,29999448.5,0.007984411426211395,239.5279393834403
2013,Oklahoma,OK,Hydroelectric Conventional,2178078.0,0.041,89.301198
2013,Oklahoma,OK,Natural Gas,30055997.79,0.01477815699658703,444.17225402969285
2013,Oklahoma,OK,Other Biomass,125597.68,0.082,10.29900976
2013,Oklahoma,OK,Petroleum,10211.07,0.03948805460750853,0.40321528976109217
2013,Oklahoma,OK,Wind,11162493.0,0.21800000000000003,2433.4234740000006
2013,Oregon,OR,Coal,3758995.72,0.007984411426211395,30.013368377847726
2013,Oregon,OR,Geothermal,164649.0,0.065,10.702185
2013,Oregon,OR,Hydroelectric Conventional,33097667.0,0.041,1357.004347
2013,Oregon,OR,Natural Gas,14363040.27,0.01477815699658703,212.25926405836177
2013,Oregon,OR,Other Biomass,293888.37,0.082,24.09884634
2013,Oregon,OR,Petroleum,6151.44,0.03948805460750853,0.24290839863481228
2013,Oregon,OR,Solar Thermal and Photovoltaic,20493.0,0.41700000000000004,8.545581
2013,Oregon,OR,Wind,7455702.0,0.21800000000000003,1625.3430360000002
2013,Pennsylvania,PA,Coal,88443208.96,0.007984411426211395,706.166968191026
2013,Pennsylvania,PA,Hydroelectric Conventional,2524673.02,0.041,103.51159382
2013,Pennsylvania,PA,Natural Gas,49937702.29,0.01477815699658703,737.9872044904437
2013,Pennsylvania,PA,Other Biomass,1846840.16,0.082,151.44089312
2013,Pennsylvania,PA,Petroleum,460072.03,0.03948805460750853,18.167349444027305
2013,Pennsylvania,PA,Solar Thermal and Photovoltaic,63105.81,0.41700000000000004,26.315122770000002
2013,Pennsylvania,PA,Wind,3352043.0,0.21800000000000003,730.7453740000001
2013,Rhode Island,RI,Hydroelectric Conventional,4447.08,0.041,0.18233028
2013,Rhode Island,RI,Natural Gas,6139090.42,0.01477815699658703,90.7244420430034
2013,Rhode Island,RI,Other Biomass,48132.38,0.082,3.94685516
2013,Rhode Island,RI,Petroleum,50540.24,0.03948805460750853,1.995735756996587
2013,Rhode Island,RI,Solar Thermal and Photovoltaic,2006.6,0.41700000000000004,0.8367522000000001
2013,Rhode Island,RI,Wind,2590.0,0.21800000000000003,0.5646200000000001
2013,South Carolina,SC,Coal,24407147.78,0.007984411426211395,194.87670961586207
2013,South Carolina,SC,Hydroelectric Conventional,3160274.0,0.041,129.571234
2013,South Carolina,SC,Natural Gas,11834074.18,0.01477815699658703,174.8858061412969
2013,South Carolina,SC,Other Biomass,212896.28,0.082,17.457494960000002
2013,South Carolina,SC,Petroleum,103346.23,0.03948805460750853,4.080941573720136
2013,South Carolina,SC,Solar Thermal and Photovoltaic,115.0,0.41700000000000004,0.047955000000000005
2013,South Dakota,SD,Coal,2849383.43,0.007984411426211395,22.750649616149413
2013,South Dakota,SD,Hydroelectric Conventional,4062609.0,0.041,166.566969
2013,South Dakota,SD,Natural Gas,502200.99,0.01477815699658703,7.421605074061434
2013,South Dakota,SD,Other Biomass,0.0,0.082,0.0
2013,South Dakota,SD,Petroleum,6994.08,0.03948805460750853,0.27618261296928326
2013,South Dakota,SD,Wind,2687699.0,0.21800000000000003,585.9183820000001
2013,Tennessee,TN,Coal,32485830.82,0.007984411426211395,259.3802387891783
2013,Tennessee,TN,Hydroelectric Conventional,12443283.0,0.041,510.174603
2013,Tennessee,TN,Natural Gas,5016698.26,0.01477815699658703,74.13755449078499
2013,Tennessee,TN,Other Biomass,85033.36,0.082,6.9727355200000005
2013,Tennessee,TN,Petroleum,130496.68,0.03948805460750853,5.153060025938567
2013,Tennessee,TN,Solar Thermal and Photovoltaic,20394.0,0.41700000000000004,8.504298
2013,Tennessee,TN,Wind,46745.0,0.21800000000000003,10.190410000000002
2013,Texas,TX,Coal,149404243.31,0.007984411426211395,1192.9049474088313
2013,Texas,TX,Hydroelectric Conventional,480042.0,0.041,19.681722
2013,Texas,TX,Natural Gas,203798415.57,0.01477815699658703,3011.764980949147
2013,Texas,TX,Other Biomass,730229.57,0.082,59.87882474
2013,Texas,TX,Petroleum,950801.53,0.03948805460750853,37.545302737542656
2013,Texas,TX,Solar Thermal and Photovoltaic,163012.93,0.41700000000000004,67.97639181
2013,Texas,TX,Wind,35873620.94,0.21800000000000003,7820.449364920001
2013,Utah,UT,Coal,34284956.82,0.007984411426211395,273.74520098077227
2013,Utah,UT,Geothermal,318908.0,0.065,20.72902
2013,Utah,UT,Hydroelectric Conventional,504996.0,0.041,20.704836
2013,Utah,UT,Natural Gas,6606422.88,0.01477815699658703,97.63075450648465
2013,Utah,UT,Other Biomass,70926.24,0.082,5.81595168
2013,Utah,UT,Petroleum,26001.03,0.03948805460750853,1.0267300924914675
2013,Utah,UT,Solar Thermal and Photovoltaic,2100.0,0.41700000000000004,0.8757000000000001
2013,Utah,UT,Wind,539806.0,0.21800000000000003,117.67770800000001
2013,Virginia,VA,Coal,21160501.27,0.007984411426211395,168.95414812454874
2013,Virginia,VA,Hydroelectric Conventional,1253669.52,0.041,51.40045032
2013,Virginia,VA,Natural Gas,22651166.98,0.01477815699658703,334.7425017863481
